,post,label,Comment_id
7883,the white race is best because when the creator made whites he made them better than he made the other races ,hate,14675958
7884,2508,noHate,13612276
7885,on week ends the avreage white person is glued to the tv watching negros play sports ,noHate,30507412
7886,here are the cds i want to sell beethoven symphonies nos 5 7 kleiber beethoven symphony no 9 furtwangler bruckner symphony no 9 furtwangler handel music for the royal fireworks water music marriner howard hanson orchestral works schermerhorn j s bach great organ works hurford norwegian classical favorites engeset the best of baroque music edlinger twilight of the gods the essential wagner collection dorati karajan sinopoli bohm gerdes kubelik most of these were recommended by fellow stormfronters ,noHate,30416132
7887,among black women abortions out number live births by three to two ,noHate,13505864
7888,i am pretty sure you are a troll ,noHate,13441177
7889,i think having free healthcare and free education should be a given if you re a citizen of the country you re in and you re not an undesirable ,noHate,13608520
7890,they are too dung stupid to be able to tap into the market ,hate,13061354
7891,youtube sas survival secrets ep1 pt 1 6 youtube sas survival secrets ep1 pt 2 6 youtube sas survival secrets ep1 pt 3 6 youtube sas survival secrets ep1 pt 4 6 youtube sas survival secrets ep1 pt 5 6 youtube sas survival secrets ep1 pt 6 6,noHate,30385212
7892,adopt their musical style and hand gestures and you poison your own soul ,hate,30444031
7893,you know how they gawk as us i think in my case because i have blue eyes and all of their females only have brown eyes so they are attracted to us ,noHate,31781549
7894,washington state university wsu ,noHate,31694187
7895,im glad to see miscegenation is nt occuring on a large scale i have high hopes for mother russia once again it s shown that we do nt need a majority in parliament to have an impact,noHate,13504001
7896,also those stupid white women who watch oprah and not realize the fact that oprah is very racist ,noHate,13272218
7897,there have been several bears both grizzly and black caught or killed here in c falls in the last month ,noHate,14301331
7898,i m just out of college though i guess i ll join an mma school in the fall ,noHate,30636412
7899,a third defendant the jew gary gelman 39 of brooklyn remains on the loose ,noHate,13480461
7900,yes everyone should check these videos out as they re a great way to introduce people to the idea of an open white nationalist community ple ,noHate,14289650
7901,this year i m going as a dog and my two friends are going as a ghost and a mail man ,noHate,30630161
7902,owners at bars dont even look at just have bartenders place on bar ,noHate,14409488
7903,all i got from that is ,noHate,14084694
7904,you aren t white ,hate,14660459
7905,so the government will keep me in track suits vodka and my first loot kits for my brood ,relation,14023224
7906,even stopped at a mcdonalds and there was not one white person in there ,noHate,13462421
7907,well i have changed my signature i think it was stupid i was forced to do so just because some people dont like what i have to say but i do hope my new one is acceptable attack,noHate,31757261
7908,few pics taken this summer ,noHate,14093243
7909,they dress like blacks talk ike them act just as stupid ,hate,31411361
7910,definitely going to stock up on certain melee weapons for the future ,noHate,30431059
7911,their control of all media is proof of that ,noHate,14677667
7912,the parents who could nt teach on weekdays could teach on saturday ,noHate,13209219
7913,i will pass out cheap sugar based candy ,noHate,30677210
7914,i am new to stormfront and was wondering who is from tn ,noHate,14102588
7915,never surrender and fight till the death to defend your country is the most honorable thing every white nationalist should do ,noHate,30745748
7916,thats easily solved ,noHate,31779636
7917,israeli embassy in ireland had to take note of the graffiti giving their jewish supremacists worldwide and in ireland being given notice scroll down to their 6 6 13 entry on their israel in ireland fb page https www facebook com israelinireland,noHate,14065975
7918,im not sure what sort of information you re seeking but i recently found a number of blacks who have been convicted for knowingly transmitting hiv aids kouassi adaye http news bbc co uk 2 hi uk news e de 3389735 stmjohnsonazigahttp en wikipedia org wiki johnson azigastanislaskanengele yondohttp en wikipedia org wiki stanislas kanengele yondjotrevissmithhttp en wikipedia org wiki trevis smithadriensylvernduwayohttp www thenownews com issues06 0 031206nn2 htmlwillieatkinshttp www dallasnews com sharedcont 32a4d9fd htmlnushawnwilliamshttp en wikipedia org wiki nushawn williamssimonmolhttp en wikipedia org wiki simon moleversonbandahttp www dailymail co uk pages liv 5 expand truepetermwaihttp www crime co nz c files asp id 36williamkaranjahttp www amren com mtnews archives n rapist j phplinkoymuhurihttp news bbc co uk 2 hi uk news e on 3256352 stmmohammeddicahttp news bbc co uk 2 hi uk news e on 3190626 stmfestonkonzanihttp news bbc co uk 2 hi uk news e es 4267433 stmgabrielvengesaihttp www dailymail co uk pages liv n page id 1770,hate,14413572
7919,because they are essentially child like and until someone steps up and says something they will just carry on again like children ,hate,30546994
7920,they were in a living room sitting on the couch implying that they were a couple ,noHate,13473137
7921,thank you in advance download the youtube description box info text file below http www mediafire com download dqhn1czprr17o21 booklet description box info txt,noHate,12834217
7922,if you have any documented proof i d take this to fox news ,noHate,30392176
7923,the two peaks center picture are the lions ,noHate,14098769
7924,the thing that concerns me is that he got a house off the council thats a house that a irish family should have got ,hate,13866762
7925,it then became a booming black town and they ran it straight into the ground ,hate,14267446
7926,kalispell montana youtube elliott shooting for the 1st time youtube big mountain with grace and dad shreddin the pow youtube new years wheelin montana youtube new years wheelin wild bill youtube wild bill new years wheelin youtube,noHate,14267436
7927,there is a young maid as well and they are about to be married under a sacred tree that is what the oak and fire in the background are about ,noHate,30779231
7928,kiss and make up kids the real enemy is on our streets raping our women ,noHate,14034529
7929,ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall grocery store or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16,hate,13866727
7930, sorry for bad english ,noHate,13490525
7931,i m also looking for friends male or female ,noHate,14109649
7932,if things keep going the way they are white men are going to be stuck with women that could nt get a black male ,noHate,30458837
7933,they are a good example of people who are brainwashed ,noHate,13863902
7934,the jews are called the antichrist children of satan liars thieves and murderers throughout the whole bible ,noHate,30777933
7935,she looks arabic if anything ,noHate,13589956
7936,or try yelling the nigs ya ll get suspended jumped and hopefully some new wn friends or ya ll die trying lol rohawa its a battle cry ,hate,31709840
7937,educating the lemmings in reguard to the isreali agenda which is fighting a war for the jew s benifit not america s ,noHate,14279550
7938,it s not very irish to talk behind backs ted ,noHate,13863167
7939,and nice picture too ,noHate,31730609
7940,i hope they all starve ,hate,13401474
7941,new claims that irs targeting of tea party groups continuing trey gowdy america s newsroom youtube,noHate,30447339
7942,i just want to see all the styles of clothes how they wear them etc ,noHate,31579023
7943,sad ,noHate,13290708
7944,hail isd ,noHate,31527385
7945,is it any wonder why the antis laugh at us ,noHate,30516205
7946,they talk and talk and talk but before they ever accomplish anything they always have one bad ni er moment and end up getting locked up ,noHate,13196232
7947,far from that ,noHate,30542596
7948,blacks in south africa wondering why their country is going to hell when they put blacks in charge ,hate,14078036
7949,i have one word for you move we chose this area because we wanted our children to go to all white schools ,noHate,30594322
7950,i saw the movie valkyrie with tom cruise in the lead role ,noHate,30668023
7951,yeah i knew about the cheap houses in springfield area but not that dang cheap as 9k thats why i asked ,noHate,14270200
7952,yes i have seen african blacks driving those type of cars too ,noHate,13849191
7953,fantastic ,noHate,14021069
7954,knock out with knife hands us marines youtube kelly mccan jum grover uses lots of strikes to that area when teaching combatives,noHate,30640927
7955,i believe his dog would like to get as far away from him as possible ,noHate,12856993
7956,i did time in az and out of the 7 years i was there i spent 6 in super max but i am amongst the living once more friends for almost five years now people go to super max for all kinds of reasons ,noHate,14109079
7957,it would be far from the first time jews come up with a fake hate crimes and besides all they do in general so they re guilty until proven innocent ,hate,14014176
7958,right on i want a lil rotweiler when i het one his her name will be schatzi aww cause it will be my sweetie val i love that smiley ,noHate,14112552
7959,just in case anyone is interested here s the thread in the health fitness section eating fish makes you smarter along with another one in the homemaking section fish oils and pregnancy and infants health smart babies i think the scientific evidence for the benefits of fish is just overwhelming ,noHate,13589746
7960,we have a new line of shirts comming out to help keep the funds comming in for the land base ,noHate,14300269
7961, confrontingthe girl who shot me in the face dr phil youtube the female negro is making excuses like its not her fault but we all know its tnb i feel for that poor white woman,hate,30640962
7962,the prime of miss jean brodie trailer youtube,noHate,14023805
7963,sorry but are you gay ,noHate,33461989
7964,semmelweis university department of forensic medicine budapest hungary 1091 2 ,noHate,14068441
7965,hmm wonder if we can get them to jump in the river if we put an ad on tv that there is billions in gold at the bottom of the river ,noHate,13126465
7966,i do nt watch tv at home at all any more ,noHate,31732971
7967,i pray so too ,noHate,13503863
7968,it s good that i have good friends here ,noHate,31725977
7969,i also have google chrome ie opera ,noHate,30439852
7970,stupid is when someone do nt want the truth ,noHate,30528433
7971, youtube heil hitler ,noHate,14023144
7972,still i prefer natives over every other non white but japanese and koreans ,noHate,14014956
7973,both me and my wife would be very involved in every aspect of their schooling and the area we are moving to is very very white so will have to find out more from white parents already there that send their children to public school ,noHate,30641962
7974,i opened this new thread because i think it s important to talk about any problems which do you you or someone else have in connection with non whites ,noHate,31752988
7975,it s more appropriate here and you should get more informed responses ,noHate,30614082
7976,the deer are so abundant that they wander into town all the time to munch on lawns ,noHate,14266243
7977,i was just debating with myself whether i should go to bed or have one last beer ,noHate,30575857
7978,take a good thing when you see it ,noHate,31735172
7979,let the apes use their long arms to throw their monkey punches and let us whites use wrestling takedowns and submissions ,hate,30631777
7980,cheers edward,noHate,14112822
7981,it where loads of them when i was in thailand thaiguys running up from the water screaming tsunami tsunami and behind them is a one foot wave,noHate,13600886
7982,a very diverse bunch,noHate,31899914
7983,they will kill there own just as fast as they would kill there enemy ,hate,13505003
7984,i was only six but i remember them all being dark ,noHate,30793062
7985,i retract always always because an animal lacks the skills to properly raise a half human child ,hate,13444199
7986,blacks seem to be hell bent on embarrassing themselves and acting like animals everywhere they go this is pretty typical behaviour ,hate,13459510
7987,if you d like to talk just send me a message ,noHate,14098899
7988,because you support an ideology which imposes it s will on other people and then you attack those people for merely resisting their own genocide,noHate,14288025
7989,after watching television i can spot a jew like that ,noHate,30980551
7990,after you realize that you will never be accepted equal to them you are welcome to come back ,noHate,14067435
7991,i would move to surrey just outside kingston upon thames ok kingston is infested but outer areas are not too bad inner london is just a joke,hate,14039939
7992,simply put they are at least 100 000 years behind evolved creatures on the evolutionary scale with no hope of ever progressing ,hate,13061787
7993,the negress above have boasted about that she will become the first black woman as the prime minister of sweden ,noHate,13603727
7994,watch out finland http www nettavisen no servlets pa 3 item 217373 attack,noHate,13590673
7995,ov topics really do come in waves ,noHate,14661438
7996,i can honestly say that i have smoked weed and drank as a kid with many groups of white guys and nothing like this ever came close to happening ,noHate,13209319
7997,would be down in the new year to get together with other brothers and sisters ,noHate,14017921
7998,then again in this modern age of white youth emulating negroes and white adults groveling at the feet of the juden perhaps it s an appropriate word after all ,hate,30474323
7999,you laugh at us but i have yet to see a picture of you ,noHate,14099821
8000,sergey brin claims his family were victims of anti semitism ,noHate,13082561
8001,and i wonder how many of those couples regret crossing the color line ,noHate,14669384
8002,woman brutally attacked by 2 men in home police arrest 16 year old 17 year old posted wednesday november 11 2009 updated 8 18 pm est november 11 2009 michael galan 16 and jarve green 17 were arrested by palatka police ,noHate,13510996
8003, at 27 00 32 00 48 00 and 50 00 of the link they discuss moscow rules smiley s people part 1 bbc spy tv series youtube with our own civilians in ple s supporting us even in little ways such as providing cut outs and safe houses putting out propaganda will be much easier ,noHate,12861730
8004,the computer can be equally unproductive but at least you have control over what you expose yourself to ,noHate,13455402
8005,they are pretty nice looking and most important of them all is that they name the jew ,noHate,30621608
8006,32 year old jason jay tate was found with kelsey sue stahl s car ,noHate,13502793
8007,i do nt know how true this is but i ve heard to pick number two for french because they speak better english than picking one for english and getting who knows what pretending to speak english,noHate,33633740
8008,dont you love the double standards ,noHate,31721475
8009,you have to tell those people every sent you have or commit fraud ,noHate,14265257
8010,thanks ill put together a post over on the b h site in the next couple of days to let people know about the ple ideas and ask about adding a ple forum over there ,noHate,14276085
8011,what do i know ,noHate,14026466
8012,there must have been about 10 of them all black and others coming in to join them ,noHate,14032740
8013,its really sad how so many whites just don t even care and there actually happy that this is coming to be ,noHate,13473465
8014,not that it matters much cause you will still be pushed up against those wonderful minorities everywhere you go and our children will go to schools where they are in the majority ,noHate,14030955
8015,quit and find another job ,noHate,31750691
8016,but what do you say to the ivy who wants to become a tree ,noHate,14289324
8017,you can ask to your french fellow in stormfront french part for a little help both of them speak english and french ,noHate,30782282
8018,still in pretty good shape for a grandpa ,noHate,30582451
8019,the biggest problem is new york there are blacks all over the streets when you re in new york think you re in nigeria ,hate,13463975
8020,i saw the picture before i saw the title properly ,noHate,14027584
8021,http www azcentral com news articl glary1219 html about 10 p m dec 9 police were called to ed s fish and chips 306 n central ave for a reported armed robbery police said ,noHate,13510135
8022,aragorn,noHate,13595169
8023,he and my daughter once she is old enough for school will only be homeschooled from here on out ,noHate,30521909
8024,you are not worth my time kid so this is the last answer you will get from me because you are now on my ignore list as are the rest of the losers that stayed with jenkins ,noHate,14409999
8025,if you were deaf you would nt hear all the multiculturalism enriches our society rubbish ,noHate,14086659
8026,for starters it would be good to obtain a few hundred thousand dollars for a small farm or a million or two for a bigger one ,noHate,13945984
8027,there are some white pride chats on yahoo go to governments and politics then click user rooms there are usually 1 4 white pride chats there,noHate,31753173
8028,this past long weekend aug 6th 2007 my buddy and i trailered his boat to the desert town of osoyoos british columbia ,noHate,14098769
8029,more expansive testing and kids ,noHate,30718995
8030,look at it this way most goths emos punks are white ,noHate,14026584
8031,and on another note we have some news ruger corporate sturm ruger company inc reports strong first quarter bookings march 21 2012 sturm ruger company inc nyse rgr announced today that for the first quarter 2012 the company has received orders for more than one million units ,noHate,14080157
8032,1wolf what is the tight referring to in your slogan ,noHate,14110208
8033,my advice is go bulk up at a gym and take up a martial art so you do nt feel as intimidated by blacks as you currently do ,noHate,30762994
8034,well all of us chicago based people should get together then and toast this disgustingly loving soon to be couple with a round of good brew ,noHate,14097151
8035,that could be cool ,noHate,14086659
8036,i m not suggesting anything here ,noHate,13595169
8037,two employees and one customer told police two men brandishing a long barrel rifle stole the cash drawer with an undisclosed amount of money and fled on foot ,noHate,13510135
8038,i know mopeds are dangerous so are your krautschrockerts btw this is a yamaha i like ,noHate,30616911
8039,i m sure mcgregor and nate will put on a good show but i m not forking over 50 for one good fight on a ppv,noHate,30461427
8040,today is exactly 100 years since it was released ,noHate,30784938
8041,so are you telling me that your proof of your 10 black london population claim is based on the possible artistic license of painters of london sceneries ,noHate,13502671
8042,i remember after the boston marathon bombings watching fox news and they said law enforcement was consulting israel for advice ,noHate,12855806
8043,welcome to sf ,noHate,30583530
8044,careful man people on sf do nt like asians bashing ,noHate,14665728
8045,which one is the nice doll ,noHate,30718995
8046,thanks for this ,noHate,30394464
8047,i run three miles a day during the week and day hike with my rifle and alice gear on the weekends ,noHate,30582451
8048,im in australia and i want it to be done and over with my mum is constantly going on about the olympics like it s a big deal ,noHate,14032489
8049,i include myself in those who need to grow a set of balls ,noHate,13489066
8050,there is no doubt the chinese and japs have giving the world culture ,noHate,13857839
8051,observer14 ,noHate,14101526
8052,i kid you not there is not one white man among tens of foreigners all stressing great the work place pensions programme is ,relation,14039020
8053,if a j frame 38 wont deal with it you should nt be screwing with it without a long gun ,noHate,30461401
8054,i would of never in a thousand years think that ireland would allow nonwhites in there country they seemed to love there race alot ,noHate,13850696
8055,the 24 year old s body was found dec 21 in her apartment by officers who went there to check on her well being ,noHate,13502793
8056,this is the same white flight pattern all over the world the problem being eventually we will run out of space to live ,noHate,32507722
8057,hopefully they do nt get intimidated by the enemies of our land and of our freedom those antifa scum ,hate,14077385
8058,but of course ,noHate,14671330
8059,i sat there for 5 minutes and then took the dog for a walk ,noHate,14032740
8060,well i have been working on something for self defense in one of those situations in which guns have been confiscated essentially training with sledgehammer and axe in a shtf moment going old school barbarian might be one s only hope ,noHate,30608551
8061,i have this vision of a left christian screeching the meek shall inherit the earth as a member of the peaceful religion goes a chopping humour ,noHate,14026466
8062,records or not ,noHate,14265257
8063,it was the same men who did all of it is what i m saying ,noHate,14037950
8064,no i see that as giving up ,noHate,13435201
8065,you have to check around to see what is avaialble in your area within your desired field of study ,noHate,30718953
8066,i like it so far ,noHate,30736524
8067,that s a very sad story were the pagans romans or the later christians romans that did that ,noHate,30635391
8068,historic vehicle laurin klement t b 1899 1903 http i4 ytimg com vi cvqstm wtzk mqdefault jpg white loop frame motorcycle with pedal start awesome custom replica of 1900s czech ,noHate,30657818
8069,woman get shot by a unseen shooter probably hide in the building in an attempt to dissuad protester to take this building ,noHate,14072114
8070,hidden messages i have found 1 ,noHate,30623760
8071,hey i m in victoria bc looking to join email me at antoniopuffi hotmail com i m loyal white and ready to fight ,noHate,14019195
8072,lots of whites recover from a case of jungle fever to find that they ve done irreparable damage to their lives ,noHate,14669384
8073,hi everyone i m from slovenia and i utterly hate every living muslim in this world and i despise even the dead ones,hate,14062890
8074,it is good to keep track of the enemy as well and see what they are saying ,noHate,14020935
8075,we are looking into building mud free zones by way of taking over key locations and building a refuge for our racial kindred ,hate,14274155
8076,could trudeau s buddies have set the fires for him at his request ,noHate,30420904
8077,are you kidding me ,noHate,31735111
8078,i think that world star hip hop should be mandatory viewing for every single white person on the planet period ,noHate,13455266
8079,ex a taurus would nt have a chance lol ,noHate,30560657
8080,there should be no doubt in anyone s mind that the rabid dog act that jones put on for piers morgan is more designed to help gun control advocates than hurt them ,noHate,12869155
8081,i wish everyone would leave them to their own demise so we can be done with it ,hate,13061787
8082,i saw that episode of the sopranos and was applauding tony ,noHate,30561634
8083,leaves me to no surprise ,noHate,13505003
8084,i would never date a black guy ,noHate,31736267
8085,sorry i forgot to put that im from western mass and my teacher is white but she is strongly against racism and thats why i say something in support of white racism,noHate,31721261
8086,i grew up there but just moved to santa barbara for grad school ,noHate,14112822
8087,i would have jumped at the chance to get a gun for my birthday ,noHate,31735172
8088,yeah but no one will ever hear of this ,noHate,13063006
8089,the swedish flag today was presented by a nigerian girl at the house of the president of ireland during the european union expansion ceremony ,noHate,13867447
8090,afa are their sponsored lackies ,noHate,13859520
8091,it will get better ,noHate,14098899
8092,i go into town and put resistance com buisness cards in public libraries and give them out on the street to various people that have a white complexion ,noHate,14422646
8093,im really sorry to say that due to the land we use being under water due to severe flooding we ve had to cancel the event ,noHate,14027741
8094,incredible range of animals we ve got here ,noHate,14083435
8095,i love it ,noHate,30439852
8096,mvi 0147 dead pig stops new mosque construction ,noHate,14023144
8097,ignorance is when someone do nt know the truth ,noHate,30528433
8098,i thank all of you very much,noHate,31725977
8099,agreed the blacks and hispanics should have their own school only for them and have worse education than the children whites like that might not compete with our children whites ,hate,30454971
8100,maybe i ll watch for an hour or so the few times a year i m travelling and stay in a hotel ,noHate,31732971
8101,you do not control the lives of whites by taking over their nations and forcing multiculturalism upon them against their will ,noHate,14674286
8102,say i m glad your mother had you or if it was normal we would be extinct ,noHate,30389875
8103,i would think most girls would like to dress and look nice for their man anyways ,noHate,14086216
8104,karina s rensen is a member of the party outreach group ,noHate,13591250
8105,i went to max for my crimes being of a violent and racial nature i went to super max for violence within that maximum unit there are people in super maxs who only have a few years to do it just all depends ,noHate,14109079
8106,every white person on the planet should have easy access to firearms provided they do nt have a violent criminal past or a history of mental illness ,noHate,30490648
8107,it should be moved to the really funny joke section ,noHate,30627221
8108,gang members targeted white victims in denver attacks december 4 2009 http www kdvr com news kdvr affida 2635245 story denver police believe a series of violent attacks in downtown denver between july 17 and september 20 of this year were motivated by racial hatred of white people by the black suspects ,noHate,13510478
8109,but like i have said many times the haplogroup type alone will not tell or describe ones whole genetic map or how one looks like ,noHate,30542596
8110,islam is not compatible with our way of life in this green and pleasant isle irish people are white and christian ffs ,hate,13639181
8111,strange how the swedes were once the most peaceful people in the world then the jews make them into liberals who wanted to genocide them selves ,hate,30411170
8112,source kamla raj 2006 int j hum genet 6 3 177 183 2006 human chromosomal polymorphism in a hungarian sample kata d csey1 orsolya bellovits2 and gy rgyi m bujdos 2 1 ,noHate,14068441
8113,it s an anti white male thing ,noHate,30734530
8114,why is ca the melting pot of america it is so hard to fine people that have the same views on our white race as i have ,noHate,14110459
8115,to post it on a public message board is just inviting disaster ,noHate,31737319
8116,our youth are our future indeed just as hitler s youth ours must be addressed early to the doctrines in order to secure a foundamental inherent belief system which corressponds within a timely manner enabling them and thier thought processes to formulate and adjust to rudimentary belief functions incorporating all thier senses they must become keenly aware of social agendas and political ramifications of action v s inaction as it pertains to strategical logistics of a growing super power ,noHate,14417601
8117,bbut they are creeping in slowly seeing more and more these days ,hate,31746201
8118,no white person should send a single penny or lift a single finger to help them ,hate,13401474
8119,i too took a year aor so off from s f several years ago ,noHate,31730609
8120,still snooping eh ,noHate,13863167
8121,hello brothers and sisters just wanted to let you know i had ask for a user name change and they approved it ,noHate,14410311
8122,you have your work cut out for you ,noHate,14413004
8123,i then checked miss portugal ,noHate,13589956
8124, defend our boarders 3 ,noHate,14279550
8125,i would say more but i will be bending sf rules ,noHate,30777933
8126, 7 50 german o d suspenders you might get raped on shipping i do nt know ,noHate,30565949
8127,i would nt worry too much at all ,noHate,13196232
8128,you are going to have to make this decision on your own ,noHate,31746244
8129,sure i will take note but i will continue to point out how you refuse to disclose any info that may give away your position on topics relating to wn ,noHate,30649295
8130,those 12th grade questions were difficult ,noHate,30632702
8131,have a look on the internet and you can see for yourself ,noHate,31527385
8132,dont even have to include a face ,noHate,31579023
8133,taking it to the authorities is the worst thing you can do ,noHate,30399373
8134,fight proud england fight,noHate,14032227
8135,i d avoid the baldwin idlewild area at all costs but everywhere around there is extremely beautiful lots of nature etc ,noHate,14267446
8136,the following pictures were taken this morning at sunrise on top of mount strachan cypress provincial park west vancouver 1432m 4 750 feet ,noHate,14098769
8137,whites have the following too many abortions too many mixed marriages too many no kids marriages and too many liberals ,hate,13480152
8138,jews are the most demanding and worst patients of all ,hate,31000153
8139,things u put on yer teeth just kidding seen guys with those things that suppose to hold up pants theyre red or white and theyre not belts welcome to skinhead charades ,hate,31744151
8140,hi been looking round for a while on this site and finally got round to registering nice to see a place where we can openly discuss our beliefs ,noHate,14034711
8141,most probably the next generation whites wont have much difference from the native population ,noHate,13456392
8142,would nt change it for anything ,noHate,31772183
8143,hello i dont speak german but i am a very proud white boy and id love to chat drop me a line,noHate,14107542
8144,this is the latest anti white attack by a groid ,noHate,13457765
8145,we shall see ,noHate,30623660
8146,its easy for them to multiply because their african genes are so incredibly pronounced ,relation,30571557
8147,if you would like to chat please pm me xox and 88 gretchen,noHate,14101031
8148,those poor kikes they cant even escape antisemetism in the country were it is punishable by death i am talking about palestinians ,hate,13501073
8149,source,noHate,13480461
8150,i ca nt fathom seeing all those brainless whites along with their negro counterparts worshipping obama ,hate,13272218
8151,yet every year a snow boarder or skier see the untouched snow and ca nt resist and ends up going over a 1 000 foot cliff to his death ,noHate,14098769
8152,to found a white community you must be in charge of all the elements that make up a community ,noHate,14271160
8153,i have no problem cleaning my own toilets infact i dont even hate it because after im done i know that there be the cleanest dang place for my buttocks to be sitting on the next time there is a need for a bowel movement ,noHate,14264210
8154,http www limerickblogger org blog p 2942 funny how they consider stormfront a neo nazi site last time i checked stormfront was a white nationalist website not neo nazi ,noHate,13858336
8155,they are white kids who want to be black ,noHate,31411361
8156,1 good news especially that of the gospel a s god spel good tidings 2 one who carries the gospel news an evangelist evangel archaic any one of the four gospels gk euaggelion the gospel eu well aggellos a messenger ,noHate,30642111
8157,it was uncomfortable ,noHate,13462421
8158, includes one pair of baggy pants one pistol a set of golden grills a looting guide titled but i dendu nuffin and one race card ,relation,14023224
8159,how many of these do i have to show you before you catch on ,noHate,14660459
8160,has anybody pointed out that finland is nt part of scandinavia yet hur gick det i finnkampen vet ni det ,noHate,13632881
8161,imagine a bunch of people carrying these in their possession ,noHate,14409488
8162,great to see you back irish rose ,noHate,13865942
8163,as always the video is filled with the truth ,noHate,32389591
8164,annihilate you have been told that you are only welcome to post in general rants for time being ,noHate,31595701
8165,it should be back up any day and the link to the store is actually www 14store com shop which you can look at but not yet buy at once it s back up ,noHate,30416132
8166,i knew i had never seen that name on here before and you have so many post then i clicked on your profile and saw it was you lyn ,noHate,14090707
8167,hello lisa i s be de man yo am lookin fo i s got fo teef in mah haid an i s be black lack a bowlin ball wif a nice shiny color i s got no job but mebbe yo kin git one fo yo f i s be up in hollum wif lub an kisses lub rastus hahaha sorry lisa could nt resist ,noHate,14109713
8168,these guys are killing our culture while pretending to want to save it ,hate,30444031
8169,it was from a lady though and the girls here might want to give this a try i did ,noHate,31781549
8170,help pass out the na love your race flyers that will be a big help ,noHate,31713883
8171, hey boys what are ya haulin http 28 media tumblr com tumblr lb dmnto1 500 jpg report nuclear weapon drivers sometimes got drunk buzz up 19 votes share retweet email print 2 hrs 20 mins ago washington the u s energy department s watchdog says color 366388 important color 366388 important government color 366388 important agents color color color hired to drive nuclear weapons and components in trucks sometimes got drunk on the job including an incident last year when two agents were detained by police at a local bar during a convoy mission ,noHate,30677090
8172,there is a survivor support page on facebook ,noHate,13209385
8173,providing from finland does nt kick my ass and throw me overboard coming or going ,noHate,13612276
8174,when are we going to stand up and say this has got to stop that is the most ridiculous thing i have ever heard ,noHate,13260874
8175,stuff like that needs to be shared on facebook to wake canadians up ,noHate,13941875
8176,naturally as a white nationalist i refused to eat there but my friend didnt understand why ,noHate,13860584
8177,geesh they d let a gorilla into ucla for the sake of diversity as long as it got a body wax ,hate,31676530
8178,hell i d rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy eyed stare ,hate,14265917
8179,i just hope it will be a wake up call for those who dont believe in our cause ,noHate,14015131
8180,so sick of the way its working i remember when i was growing up in winnipeg the little shops were all white runned and owned and would hire people from the community and it was great it helped people and kept streets safe even though me and others would cause some bull it wasnt anything to how it is now ,hate,13940778
8181,please tell me what the actions are in general ,noHate,13628239
8182,23 year old man just went missing while walking down a river about 2 miles from me ,noHate,14267267
8183,everyone on my msn gets all manner of pics but i ve never put any up here so here goes some pics from about a year ago and a small anigif from a week ago heh robin,noHate,14100782
8184,so laughable ,relation,30787666
8185,i want to see whites bused in there until the latinos are a 30 minority and not outnumbering the asians blacks and whites ,noHate,13209079
8186,if the expected war happens we better not put pride in charge of any units where navigating skills are required then ,noHate,14096559
8187,last night all the suckers we passed out to the wonderful little white children had a small banner attached to the stick saying white pride ,noHate,14408597
8188,a simple lack of judgement caused this ,noHate,30430905
8189,white nationalism is not about a bunch of nationalists who happen to be white ,noHate,12846481
8190,they are black and hispanic not white ,noHate,14675428
8191,emily tubb 33 of southaven who is in the english department at east high school was indicted last week for alleged possession with intent to distribute adderall alprazolam and heroin ,noHate,13125529
8192,they do this with criminals who ought to be in jail they put tracking bracelets on them and the smart ones cut them off before they rape and rob the dumb ones do nt care and just leave them on ,noHate,30560340
8193,police investigating hate crime at toronto home ctv toronto news,noHate,14014174
8194,not a chance ,noHate,30405398
8195,i just need to turn on a tv and i see it advertised everywhere mostly african apes with attractive white woman ,hate,14025978
8196,what i mean is that they overall were able to take all of it back as well as keep those colonies longer than the italians ,noHate,30474280
8197,i saw this video on youtube chechen lezginka youtube why do russians call them black ,noHate,13485616
8198,the folk im talking about have been shoulder to shoulder with me for a long time and i will continue to show loyalty and respect to them as they have more than earned it 828,noHate,13843249
8199,its because the teachers are liberals and kikes who know not of true european values or european pride our teachers are actually imbeciles and stooges save for a few i find that tragically ironic ,noHate,31770372
8200,people who are aware of oildale are often abit int imidated to come here lol yes it s abit lacking in spit polish there appears to be zero in the code ,noHate,14275109
8201,i sat up with my eldest son till 5 am to watch a fight that went 14 secs ,noHate,30484034
8202,those same documents also revealed that there were only 360 000 inmates ever in auschwitz total from the time it opened until it closed ,noHate,30592106
8203,there a joke bnp for me,noHate,14039145
8204,thank you,noHate,31773861
8205,americans acting like they know what they re talking about ,noHate,13490523
8206,you are telling me that 78 of kids under 6 in frankfurt are all foreigners ,relation,14051600
8207,there have been times when i have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them ,hate,14039906
8208,if parents complain when they object to self hate their kids are labeled racist and harassed or beat up the rest of their school life ,noHate,30782286
8209,the youth is not a internet thing ,noHate,31773847
8210,i work from home as a home computer helpdesk so i do have some spare time ,noHate,30598978
8211,ive seen on the web he is making a new horror film called it waits but cant find that much about it,noHate,13613228
8212,travel through the usa 5 ,noHate,31787591
